date,sku_id,units_sold,revenue,unit_price,promo_flag,units_sold_corrected_negative,units_sold_imputed,unit_price_imputed,week,month,season,is_holiday,promo_event,category,subcategory,launch_date,unit_cost,list_price,on_hand_units,on_order_units,lead_time_days,reorder_point,lag_1,lag_7,lag_14,lag_28,roll_mean_7,roll_mean_28,roll_std_7,day_of_week,is_weekend,week_of_year,is_promo,has_promo_event,days_since_launch,discount_pct
2026-03-13,SKU-0002,3.0,5573.94,1857.98,0,False,False,False,11,3,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,11.3,97.0,16.0,72.5,2.0,4.0,2.0,0.0,4.0,3.3214285714285716,1.527525231651948,4,0,11,0,0,391,0.0
2026-03-14,SKU-0002,1.0,1857.98,1857.98,0,False,False,False,11,3,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,11.3,97.0,16.0,72.5,3.0,4.0,5.0,4.0,3.857142857142857,3.4285714285714284,1.573591584938888,5,1,11,0,0,392,0.0
2026-03-15,SKU-0002,2.0,3715.96,1857.98,0,False,False,False,11,3,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,11.3,97.0,16.0,72.5,1.0,3.0,2.0,2.0,3.4285714285714284,3.3214285714285716,1.9023794624226853,6,1,11,0,0,393,0.0
2026-03-16,SKU-0002,2.0,3715.96,1857.98,0,False,False,False,12,3,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,34.3,55.0,16.0,72.5,2.0,6.0,3.0,3.0,3.2857142857142856,3.3214285714285716,1.9760470401187091,0,0,12,0,0,394,0.0
2026-03-17,SKU-0002,0.0,0.0,1857.98,0,False,False,False,12,3,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,34.3,55.0,16.0,72.5,2.0,6.0,7.0,2.0,2.7142857142857144,3.2857142857142856,1.6035674514745486,1,0,12,0,0,395,0.0
2026-03-18,SKU-0002,2.0,3715.96,1857.98,0,False,False,False,12,3,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,34.3,55.0,16.0,72.5,0.0,3.0,3.0,0.0,1.8571428571428572,3.2142857142857144,1.069044967649702,2,0,12,0,0,396,0.0
2026-03-19,SKU-0002,2.0,3715.96,1857.98,0,False,False,False,12,3,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,34.3,55.0,16.0,72.5,2.0,2.0,8.0,0.0,1.7142857142857142,3.2857142857142856,0.951189731211347,3,0,12,0,0,397,0.0
2026-03-20,SKU-0002,1.0,1857.98,1857.98,0,False,False,False,12,3,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,34.3,55.0,16.0,72.5,2.0,3.0,4.0,4.0,1.7142857142857142,3.357142857142857,0.951189731211347,4,0,12,0,0,398,0.0
2026-03-21,SKU-0002,1.0,1857.98,1857.98,0,False,False,False,12,3,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,34.3,55.0,16.0,72.5,1.0,1.0,4.0,6.0,1.4285714285714286,3.25,0.7867957924694498,5,1,12,0,0,399,0.0
2026-03-22,SKU-0002,0.0,0.0,1857.98,0,False,False,False,12,3,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,34.3,55.0,16.0,72.5,1.0,2.0,3.0,2.0,1.4285714285714286,3.0714285714285716,0.7867957924694498,6,1,12,0,0,400,0.0
2026-03-23,SKU-0002,3.0,5573.94,1857.98,0,False,False,False,13,3,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,25.3,55.0,16.0,72.5,0.0,2.0,6.0,4.0,1.1428571428571428,3.0,0.8997354108424435,0,0,13,0,0,401,0.0
2026-03-24,SKU-0002,3.0,5573.94,1857.98,0,False,False,False,13,3,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,25.3,55.0,16.0,72.5,3.0,0.0,6.0,1.0,1.2857142857142858,2.9642857142857144,1.1126972805283784,1,0,13,0,0,402,0.0
2026-03-25,SKU-0002,1.0,1857.98,1857.98,0,False,False,False,13,3,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,25.3,55.0,16.0,72.5,3.0,2.0,3.0,6.0,1.7142857142857142,3.0357142857142856,1.1126972805283781,2,0,13,0,0,403,0.0
2026-03-26,SKU-0002,0.0,0.0,1857.98,0,False,False,False,13,3,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,25.3,55.0,16.0,72.5,1.0,2.0,2.0,1.0,1.5714285714285714,2.857142857142857,1.1338934190276861,3,0,13,0,0,404,0.0
2026-03-27,SKU-0002,3.0,5573.94,1857.98,0,False,False,False,13,3,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,25.3,55.0,16.0,72.5,0.0,1.0,3.0,2.0,1.2857142857142858,2.8214285714285716,1.2535663410560216,4,0,13,0,0,405,0.0
2026-03-28,SKU-0002,3.0,5573.94,1857.98,0,False,False,False,13,3,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,25.3,55.0,16.0,72.5,3.0,1.0,1.0,5.0,1.5714285714285714,2.857142857142857,1.3972762620115475,5,1,13,0,0,406,0.0
2026-03-29,SKU-0002,0.0,0.0,1857.98,0,False,False,False,13,3,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,25.3,55.0,16.0,72.5,3.0,0.0,2.0,2.0,1.8571428571428572,2.7857142857142856,1.4638501094228031,6,1,13,0,0,407,0.0
2026-03-30,SKU-0002,5.0,9289.9,1857.98,0,False,False,False,14,3,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,65.3,43.0,16.0,72.5,0.0,3.0,2.0,3.0,1.8571428571428572,2.7142857142857144,1.4638501094228031,0,0,14,0,0,408,0.0
2026-03-31,SKU-0002,1.0,1857.98,1857.98,0,False,False,False,14,3,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,65.3,43.0,16.0,72.5,5.0,3.0,0.0,7.0,2.142857142857143,2.7857142857142856,1.8644544714716114,1,0,14,0,0,409,0.0
2026-04-01,SKU-0002,0.0,0.0,1857.98,0,False,False,False,14,4,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,65.3,43.0,16.0,72.5,1.0,1.0,2.0,3.0,1.8571428571428572,2.5714285714285716,1.8644544714716114,2,0,14,0,0,410,0.0
2026-04-02,SKU-0002,3.0,5573.94,1857.98,0,False,False,False,14,4,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,65.3,43.0,16.0,72.5,0.0,0.0,2.0,8.0,1.7142857142857142,2.4642857142857144,1.97604704011871,3,0,14,0,0,411,0.0
2026-04-03,SKU-0002,2.0,3715.96,1857.98,0,False,False,False,14,4,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,65.3,43.0,16.0,72.5,3.0,3.0,1.0,4.0,2.142857142857143,2.2857142857142856,1.8644544714716114,4,0,14,0,0,412,0.0
2026-04-04,SKU-0002,3.0,5573.94,1857.98,0,False,False,False,14,4,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,65.3,43.0,16.0,72.5,2.0,3.0,1.0,4.0,2.0,2.2142857142857144,1.8257418583505562,5,1,14,0,0,413,0.0
2026-04-05,SKU-0002,3.0,5573.94,1857.98,0,False,False,False,14,4,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,65.3,43.0,16.0,72.5,3.0,0.0,0.0,3.0,2.0,2.1785714285714284,1.8257418583505562,6,1,14,0,0,414,0.0
2026-04-06,SKU-0002,3.0,5573.94,1857.98,0,False,False,False,15,4,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,50.3,43.0,16.0,72.5,3.0,5.0,3.0,6.0,2.4285714285714284,2.1785714285714284,1.618347187425377,0,0,15,0,0,415,0.0
2026-04-07,SKU-0002,5.0,9289.9,1857.98,0,False,False,False,15,4,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,50.3,43.0,16.0,72.5,3.0,1.0,3.0,6.0,2.142857142857143,2.0714285714285716,1.2149857925879157,1,0,15,0,0,416,0.0
2026-04-08,SKU-0002,3.0,5573.94,1857.98,0,False,False,False,15,4,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,50.3,43.0,16.0,72.5,5.0,0.0,1.0,3.0,2.7142857142857144,2.0357142857142856,1.496026483086194,2,0,15,0,0,417,0.0
2026-04-09,SKU-0002,2.0,3715.96,1857.98,0,False,False,False,15,4,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,50.3,43.0,16.0,72.5,3.0,3.0,0.0,2.0,3.142857142857143,2.0357142857142856,0.8997354108424414,3,0,15,0,0,418,0.0
2026-04-10,SKU-0002,3.0,5573.94,1857.98,0,False,False,False,15,4,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,50.3,43.0,16.0,72.5,2.0,2.0,3.0,3.0,3.0,2.0357142857142856,1.0000000000000038,4,0,15,0,0,419,0.0
2026-04-11,SKU-0002,5.0,9289.9,1857.98,0,False,False,False,15,4,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,50.3,43.0,16.0,72.5,3.0,3.0,3.0,1.0,3.142857142857143,2.0357142857142856,0.8997354108424414,5,1,15,0,0,420,0.0
2026-04-12,SKU-0002,3.0,5573.94,1857.98,0,False,False,False,15,4,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,50.3,43.0,16.0,72.5,5.0,3.0,0.0,2.0,3.4285714285714284,2.1785714285714284,1.1338934190276846,6,1,15,0,0,421,0.0
2026-04-13,SKU-0002,2.0,3715.96,1857.98,0,False,False,False,16,4,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,27.3,81.0,16.0,72.5,3.0,3.0,5.0,2.0,3.4285714285714284,2.2142857142857144,1.1338934190276846,0,0,16,0,0,422,0.0
2026-04-14,SKU-0002,3.0,5573.94,1857.98,0,False,False,False,16,4,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,27.3,81.0,16.0,72.5,2.0,5.0,1.0,0.0,3.2857142857142856,2.2142857142857144,1.2535663410560203,1,0,16,0,0,423,0.0
2026-04-15,SKU-0002,2.0,3715.96,1857.98,0,False,False,False,16,4,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,27.3,81.0,16.0,72.5,3.0,3.0,0.0,2.0,3.0,2.3214285714285716,1.0000000000000038,2,0,16,0,0,424,0.0
2026-04-16,SKU-0002,2.0,3715.96,1857.98,0,False,False,False,16,4,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,27.3,81.0,16.0,72.5,2.0,2.0,3.0,2.0,2.857142857142857,2.3214285714285716,1.0690449676497014,3,0,16,0,0,425,0.0
2026-04-17,SKU-0002,2.0,3715.96,1857.98,0,False,False,False,16,4,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,27.3,81.0,16.0,72.5,2.0,3.0,2.0,1.0,2.857142857142857,2.3214285714285716,1.0690449676497014,4,0,16,0,0,426,0.0
2026-04-18,SKU-0002,7.0,13005.86,1857.98,0,False,False,False,16,4,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,27.3,81.0,16.0,72.5,2.0,5.0,3.0,1.0,2.7142857142857144,2.357142857142857,1.1126972805283775,5,1,16,0,0,427,0.0
2026-04-19,SKU-0002,4.0,7431.92,1857.98,0,False,False,False,16,4,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,27.3,81.0,16.0,72.5,7.0,3.0,3.0,0.0,3.0,2.5714285714285716,1.8257418583505558,6,1,16,0,0,428,0.0
2026-04-20,SKU-0002,1.0,1857.98,1857.98,0,False,False,False,17,4,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,49.3,38.0,16.0,72.5,4.0,2.0,3.0,3.0,3.142857142857143,2.7142857142857144,1.8644544714716107,0,0,17,0,0,429,0.0
2026-04-21,SKU-0002,2.0,3715.96,1857.98,0,False,False,False,17,4,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,49.3,38.0,16.0,72.5,1.0,3.0,5.0,3.0,3.0,2.642857142857143,2.0000000000000018,1,0,17,0,0,430,0.0
2026-04-22,SKU-0002,1.0,1857.98,1857.98,0,False,False,False,17,4,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,49.3,38.0,16.0,72.5,2.0,2.0,3.0,1.0,2.857142857142857,2.607142857142857,2.0354009783964315,2,0,17,0,0,431,0.0
2026-04-23,SKU-0002,0.0,0.0,1857.98,0,False,False,False,17,4,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,49.3,38.0,16.0,72.5,1.0,2.0,2.0,0.0,2.7142857142857144,2.607142857142857,2.1380899352993974,3,0,17,0,0,432,0.0
2026-04-24,SKU-0002,3.0,5573.94,1857.98,0,False,False,True,17,4,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,49.3,38.0,16.0,72.5,0.0,2.0,3.0,3.0,2.4285714285714284,2.607142857142857,2.3704530408864106,4,0,17,0,0,433,0.0
2026-04-25,SKU-0002,3.0,5573.94,1857.98,0,False,False,False,17,4,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,49.3,38.0,16.0,72.5,3.0,7.0,5.0,3.0,2.5714285714285716,2.607142857142857,2.3704530408864106,5,1,17,0,0,434,0.0
2026-04-26,SKU-0002,0.0,0.0,1857.98,0,False,False,False,17,4,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,49.3,38.0,16.0,72.5,3.0,4.0,3.0,0.0,2.0,2.607142857142857,1.4142135623730996,6,1,17,0,0,435,0.0
2026-04-27,SKU-0002,1.0,1857.98,1857.98,0,False,False,False,18,4,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,39.3,38.0,16.0,72.5,0.0,1.0,2.0,5.0,1.4285714285714286,2.607142857142857,1.2724180205607099,0,0,18,0,0,436,0.0
2026-04-28,SKU-0002,3.0,5573.94,1857.98,0,False,False,False,18,4,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,39.3,38.0,16.0,72.5,1.0,2.0,3.0,1.0,1.4285714285714286,2.4642857142857144,1.2724180205607099,1,0,18,0,0,437,0.0
2026-04-29,SKU-0002,1.0,1857.98,1857.98,0,False,False,False,18,4,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,39.3,38.0,16.0,72.5,3.0,1.0,2.0,0.0,1.5714285714285714,2.5357142857142856,1.3972762620115493,2,0,18,0,0,438,0.0
2026-04-30,SKU-0002,3.0,5573.94,1857.98,0,False,False,False,18,4,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,39.3,38.0,16.0,72.5,1.0,0.0,2.0,3.0,1.5714285714285714,2.5714285714285716,1.3972762620115493,3,0,18,0,0,439,0.0
2026-05-01,SKU-0002,3.0,5573.94,1857.98,0,False,False,False,18,5,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,39.3,38.0,16.0,72.5,3.0,3.0,2.0,2.0,2.0,2.5714285714285716,1.2909944487358107,4,0,18,0,0,440,0.0
2026-05-02,SKU-0002,0.0,0.0,1857.98,0,False,False,False,18,5,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,39.3,38.0,16.0,72.5,3.0,3.0,7.0,3.0,2.0,2.607142857142857,1.2909944487358107,5,1,18,0,0,441,0.0
2026-05-03,SKU-0002,4.0,7431.92,1857.98,0,False,False,False,18,5,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,39.3,38.0,16.0,72.5,0.0,0.0,4.0,3.0,1.5714285714285714,2.5,1.3972762620115493,6,1,18,0,0,442,0.0
2026-05-04,SKU-0002,2.0,3715.96,1857.98,0,False,False,False,19,5,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,61.3,47.0,16.0,72.5,4.0,1.0,1.0,3.0,2.142857142857143,2.5357142857142856,1.4638501094228042,0,0,19,0,0,443,0.0
2026-05-05,SKU-0002,1.0,1857.98,1857.98,0,False,False,False,19,5,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,61.3,47.0,16.0,72.5,2.0,3.0,2.0,5.0,2.2857142857142856,2.5,1.3801311186847127,1,0,19,0,0,444,0.0
2026-05-06,SKU-0002,1.0,1857.98,1857.98,0,False,False,False,19,5,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,61.3,47.0,16.0,72.5,1.0,1.0,1.0,3.0,2.0,2.357142857142857,1.4142135623730998,2,0,19,0,0,445,0.0
2026-05-07,SKU-0002,8.0,14863.84,1857.98,0,False,False,False,19,5,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,61.3,47.0,16.0,72.5,1.0,3.0,0.0,2.0,2.0,2.2857142857142856,1.4142135623730998,3,0,19,0,0,446,0.0
2026-05-08,SKU-0002,3.0,5573.94,1857.98,0,False,False,False,19,5,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,61.3,47.0,16.0,72.5,8.0,3.0,3.0,3.0,2.7142857142857144,2.5,2.690370836538199,4,0,19,0,0,447,0.0
2026-05-09,SKU-0002,1.0,1857.98,1857.98,0,False,False,False,19,5,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,61.3,47.0,16.0,72.5,3.0,0.0,3.0,5.0,2.7142857142857144,2.5,2.690370836538199,5,1,19,0,0,448,0.0
2026-05-10,SKU-0002,2.0,3715.96,1857.98,0,False,False,False,19,5,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,61.3,47.0,16.0,72.5,1.0,4.0,0.0,3.0,2.857142857142857,2.357142857142857,2.544836041121409,6,1,19,0,0,449,0.0
2026-05-11,SKU-0002,2.0,3715.96,1857.98,0,False,False,False,20,5,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,43.3,47.0,16.0,72.5,2.0,2.0,1.0,2.0,2.5714285714285716,2.3214285714285716,2.507132682112037,0,0,20,0,0,450,0.0
2026-05-12,SKU-0002,6.0,11147.88,1857.98,0,False,False,False,20,5,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,43.3,47.0,16.0,72.5,2.0,1.0,3.0,3.0,2.5714285714285716,2.3214285714285716,2.507132682112037,1,0,20,0,0,451,0.0
2026-05-13,SKU-0002,1.0,1857.98,1857.98,0,False,False,False,20,5,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,43.3,47.0,16.0,72.5,6.0,1.0,1.0,2.0,3.2857142857142856,2.4285714285714284,2.6903708365381984,2,0,20,0,0,452,0.0
2026-05-14,SKU-0002,3.0,5573.94,1857.98,0,False,False,False,20,5,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,43.3,47.0,16.0,72.5,1.0,8.0,3.0,2.0,3.2857142857142856,2.392857142857143,2.6903708365381984,3,0,20,0,0,453,0.0
2026-05-15,SKU-0002,2.0,3715.96,1857.98,0,False,False,False,20,5,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,43.3,47.0,16.0,72.5,3.0,3.0,3.0,2.0,2.5714285714285716,2.4285714285714284,1.7182493859684527,4,0,20,0,0,454,0.0
2026-05-16,SKU-0002,3.0,5573.94,1857.98,0,False,False,False,20,5,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,43.3,47.0,16.0,72.5,2.0,1.0,0.0,7.0,2.4285714285714284,2.4285714285714284,1.718249385968453,5,1,20,0,0,455,0.0
2026-05-17,SKU-0002,3.0,5573.94,1857.98,0,False,False,False,20,5,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,43.3,47.0,16.0,72.5,3.0,2.0,4.0,4.0,2.7142857142857144,2.2857142857142856,1.60356745147455,6,1,20,0,0,456,0.0
2026-05-18,SKU-0002,3.0,5573.94,1857.98,0,False,False,False,21,5,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,22.3,86.0,16.0,72.5,3.0,2.0,2.0,1.0,2.857142857142857,2.25,1.5735915849388895,0,0,21,0,0,457,0.0
2026-05-19,SKU-0002,1.0,1857.98,1857.98,0,False,False,False,21,5,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,22.3,86.0,16.0,72.5,3.0,6.0,1.0,2.0,3.0,2.3214285714285716,1.5275252316519499,1,0,21,0,0,458,0.0
2026-05-20,SKU-0002,2.0,3715.96,1857.98,0,False,False,False,21,5,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,22.3,86.0,16.0,72.5,1.0,1.0,1.0,1.0,2.2857142857142856,2.2857142857142856,0.9511897312113491,2,0,21,0,0,459,0.0
2026-05-21,SKU-0002,1.0,1857.98,1857.98,0,False,False,False,21,5,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,22.3,86.0,16.0,72.5,2.0,3.0,8.0,0.0,2.4285714285714284,2.3214285714285716,0.7867957924694513,3,0,21,0,0,460,0.0
2026-05-22,SKU-0002,2.0,3715.96,1857.98,0,False,False,False,21,5,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,22.3,86.0,16.0,72.5,1.0,2.0,3.0,3.0,2.142857142857143,2.357142857142857,0.8997354108424453,4,0,21,0,0,461,0.0
2026-05-23,SKU-0002,1.0,1857.98,1857.98,0,False,False,False,21,5,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,22.3,86.0,16.0,72.5,2.0,3.0,1.0,3.0,2.142857142857143,2.3214285714285716,0.8997354108424453,5,1,21,0,0,462,0.0
2026-05-24,SKU-0002,0.0,0.0,1857.98,0,False,False,False,21,5,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,22.3,86.0,16.0,72.5,1.0,3.0,2.0,0.0,1.8571428571428572,2.25,0.8997354108424463,6,1,21,0,0,463,0.0
2026-05-25,SKU-0002,1.0,1857.98,1857.98,0,False,False,False,22,5,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,61.3,39.0,16.0,72.5,0.0,3.0,2.0,1.0,1.4285714285714286,2.25,0.9759000729485429,0,0,22,0,0,464,0.0
2026-05-26,SKU-0002,3.0,5573.94,1857.98,0,False,False,False,22,5,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,61.3,39.0,16.0,72.5,1.0,1.0,6.0,3.0,1.1428571428571428,2.25,0.6900655593423691,1,0,22,0,0,465,0.0
2026-05-27,SKU-0002,3.0,5573.94,1857.98,0,False,False,False,22,5,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,61.3,39.0,16.0,72.5,3.0,2.0,1.0,1.0,1.4285714285714286,2.25,0.9759000729485428,2,0,22,0,0,466,0.0
2026-05-28,SKU-0002,1.0,1857.98,1857.98,0,False,False,False,22,5,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,61.3,39.0,16.0,72.5,3.0,1.0,3.0,3.0,1.5714285714285714,2.3214285714285716,1.1338934190276895,3,0,22,0,0,467,0.0
2026-05-29,SKU-0002,3.0,5573.94,1857.98,0,False,False,False,22,5,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,61.3,39.0,16.0,72.5,1.0,2.0,2.0,3.0,1.5714285714285714,2.25,1.1338934190276895,4,0,22,0,0,468,0.0
2026-05-30,SKU-0002,3.0,5573.94,1857.98,0,False,False,False,22,5,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,61.3,39.0,16.0,72.5,3.0,1.0,3.0,0.0,1.7142857142857142,2.25,1.253566341056024,5,1,22,0,0,469,0.0
2026-05-31,SKU-0002,1.0,1857.98,1857.98,0,False,False,False,22,5,Spring,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,61.3,39.0,16.0,72.5,3.0,0.0,3.0,4.0,2.0,2.357142857142857,1.2909944487358112,6,1,22,0,0,470,0.0
2026-06-01,SKU-0002,3.0,5573.94,1857.98,0,False,False,False,23,6,Summer,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,44.3,39.0,16.0,72.5,1.0,1.0,3.0,2.0,2.142857142857143,2.25,1.0690449676497038,0,0,23,0,0,471,0.0
2026-06-02,SKU-0002,2.0,3715.96,1857.98,0,False,False,False,23,6,Summer,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,44.3,39.0,16.0,72.5,3.0,3.0,1.0,1.0,2.4285714285714284,2.2857142857142856,0.975900072948539,1,0,23,0,0,472,0.0
2026-06-03,SKU-0002,1.0,1857.98,1857.98,0,False,False,False,23,6,Summer,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,44.3,39.0,16.0,72.5,2.0,3.0,2.0,1.0,2.2857142857142856,2.3214285714285716,0.9511897312113484,2,0,23,0,0,473,0.0
2026-06-04,SKU-0002,2.0,3715.96,1857.98,0,False,False,False,23,6,Summer,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,44.3,39.0,16.0,72.5,1.0,1.0,1.0,8.0,2.0,2.3214285714285716,1.0000000000000073,3,0,23,0,0,474,0.0
2026-06-05,SKU-0002,1.0,1857.98,1857.98,0,False,False,False,23,6,Summer,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,44.3,39.0,16.0,72.5,2.0,3.0,2.0,3.0,2.142857142857143,2.107142857142857,0.8997354108424449,4,0,23,0,0,475,0.0
2026-06-06,SKU-0002,3.0,5573.94,1857.98,0,False,False,False,23,6,Summer,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,44.3,39.0,16.0,72.5,1.0,3.0,1.0,1.0,1.8571428571428572,2.0357142857142856,0.8997354108424461,5,1,23,0,0,476,0.0
2026-06-07,SKU-0002,4.0,7431.92,1857.98,0,False,False,False,23,6,Summer,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,44.3,39.0,16.0,72.5,3.0,1.0,0.0,2.0,1.8571428571428572,2.107142857142857,0.8997354108424461,6,1,23,0,0,477,0.0
2026-06-08,SKU-0002,4.0,7431.92,1857.98,0,False,False,False,24,6,Summer,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,66.3,42.0,16.0,72.5,4.0,3.0,1.0,2.0,2.2857142857142856,2.1785714285714284,1.1126972805283792,0,0,24,0,0,478,0.0
2026-06-09,SKU-0002,4.0,7431.92,1857.98,0,False,False,False,24,6,Summer,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,66.3,42.0,16.0,72.5,4.0,2.0,3.0,6.0,2.4285714285714284,2.25,1.272418020560708,1,0,24,0,0,479,0.0
2026-06-10,SKU-0002,4.0,7431.92,1857.98,0,False,False,False,24,6,Summer,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,66.3,42.0,16.0,72.5,4.0,1.0,3.0,1.0,2.7142857142857144,2.1785714285714284,1.3801311186847118,2,0,24,0,0,480,0.0
2026-06-11,SKU-0002,2.0,3715.96,1857.98,0,False,False,False,24,6,Summer,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,66.3,42.0,16.0,72.5,4.0,2.0,1.0,3.0,3.142857142857143,2.2857142857142856,1.2149857925879144,3,0,24,0,0,481,0.0
2026-06-12,SKU-0002,1.0,1857.98,1857.98,0,False,False,False,24,6,Summer,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,66.3,42.0,16.0,72.5,2.0,1.0,3.0,2.0,3.142857142857143,2.25,1.2149857925879144,4,0,24,0,0,482,0.0
2026-06-13,SKU-0002,2.0,3715.96,1857.98,0,False,False,False,24,6,Summer,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,66.3,42.0,16.0,72.5,1.0,3.0,3.0,3.0,3.142857142857143,2.2142857142857144,1.2149857925879144,5,1,24,0,0,483,0.0
2026-06-14,SKU-0002,4.0,7431.92,1857.98,0,False,False,False,24,6,Summer,0,,Decor,Wall Art,2025-02-15,892.92,1857.98,66.3,42.0,16.0,72.5,2.0,4.0,1.0,3.0,3.0,2.1785714285714284,1.2909944487358083,6,1,24,0,0,484,0.0
